rankings,contests,ani_num
140911,5,-1
140912,13,0
140913,4,1
140914,3,0
140915,5,2
140916,12,4
140917,11,-1
140918,11,0
140919,3,1
140920,0,-1
140921,0,-1
140922,5,0
140923,0,0
140924,0,-1
140925,4,-1
141076,4,0
141077,2,0
141078,0,0
141079,17,-1
141080,2,-1
141081,16,0
141082,6,0
141083,15,0
141084,23,-1
141085,0,0
141086,6,1
141087,3,-1
141088,11,0
141089,0,-1
141090,10,1
141091,0,0
141092,12,-1
141093,4,-1
141094,2,-1
141095,102,0
141096,13,-1
141097,2,0
141098,24,0
141099,9,0
141100,13,0
141151,14,-1
141152,4,0
141153,2,-1
141154,2,4
141155,7,0
141156,0,-1
141157,12,-1
141158,29,0
141159,2,2
141160,2,0
141161,4,0
141162,0,-1
141163,23,0
141164,3,0
141165,25,0
141166,39,-1
141167,7,0
141168,0,0
141169,3,-1
141170,56,0
141171,40,0
141172,0,-1
141173,9,0
141174,46,1
141175,6,-1
141176,7,0
141177,10,0
141178,40,0
141179,21,0
141180,17,-1
141181,113,0
141182,24,-1
141183,3,0
141184,0,0
141185,0,0
141186,4,0
141187,3,-1
141188,11,0
141189,3,0
141190,2,-1
141191,6,0
141192,6,0
141193,3,0
141194,22,1
141195,10,0
141196,23,0
141197,4,4
141198,4,-1
141199,12,-1
141200,15,-1
141251,43,0
141252,12,0
141253,5,-1
141254,2,0
141255,2,0
141256,29,-1
141257,0,-1
141258,2,3
141259,0,-1
141260,4,-1
141261,10,0
141262,26,-1
141263,0,-1
141264,5,0
141265,16,3
141266,18,0
141267,0,-1
141268,17,0
141269,11,0
141270,3,0
141271,2,-1
141272,2,-1
141273,21,0
141274,3,-1
141275,0,0
141426,11,-1
141427,6,0
141428,5,-1
141429,0,-1
141430,9,0
141431,11,0
141432,3,0
141433,5,1
141434,6,0
141435,0,-1
141436,15,-1
141437,10,-1
141438,2,0
141439,17,0
141440,27,-1
141441,5,0
141442,8,0
141443,0,-1
141444,3,0
141445,5,3
141446,16,-1
141447,8,0
141448,3,2
141449,13,1
141450,19,0
141551,6,-1
141552,6,0
141553,26,0
141554,10,0
141555,2,0
141556,0,-1
141557,5,0
141558,4,0
141559,0,-1
141560,31,0
141561,0,0
141562,11,-1
141563,3,0
141564,8,0
141565,3,0
141566,8,0
141567,141,-1
141568,4,-1
141569,12,-1
141570,8,0
141571,7,0
141572,24,0
141573,3,0
141574,6,0
141575,3,0
141676,0,0
141677,2,0
141678,0,2
141679,4,0
141680,9,-1
141681,23,0
141682,5,0
141683,2,0
141684,5,0
141685,4,-1
141686,5,0
141687,6,0
141688,0,0
141689,16,0
141690,0,0
141691,0,-1
141692,18,0
141693,2,-1
141694,6,-1
141695,8,0
141696,2,0
141697,20,0
141698,10,-1
141699,8,0
141700,10,0
141826,5,0
141827,3,0
141828,10,0
141829,10,-1
141830,0,-1
141831,3,1
141832,0,0
141833,0,2
141834,0,-1
141835,0,0
141836,3,0
141837,81,0
141838,4,0
141839,8,0
141840,3,0
141841,13,-1
141842,0,-1
141843,7,0
141844,13,0
141845,8,0
141846,0,-1
141847,3,0
141848,0,-1
141849,40,-1
141850,3,0
141876,6,-1
141877,5,-1
141878,2,-1
141879,5,-1
141880,7,-1
141881,7,-1
141882,15,0
141883,2,0
141884,6,0
141885,0,-1
141886,35,0
141887,2,0
141888,2,-1
141889,11,0
141890,12,-1
141891,13,-1
141892,39,0
141893,22,0
141894,0,3
141895,2,-1
141896,0,0
141897,0,0
141898,0,-1
141899,2,0
141900,13,2
142126,3,3
142127,22,-1
142128,5,0
142129,4,0
142130,0,-1
142131,0,0
142132,6,2
142133,5,0
142134,8,0
142135,6,0
142136,4,0
142137,0,4
142138,10,0
142139,2,0
142140,4,0
142141,2,2
142142,14,0
142143,36,0
142144,3,0
142145,14,0
142146,5,0
142147,26,0
142148,37,0
142149,9,0
142150,12,0
142151,7,0
142152,25,0
142153,4,0
142154,2,1
142155,8,0
142156,3,1
142157,10,-1
142158,17,-1
142159,41,-1
142160,8,-1
142161,9,-1
142162,3,-1
142163,2,-1
142164,4,0
142165,2,-1
142166,11,3
142167,0,-1
142168,0,-1
142169,3,-1
142170,7,-1
142171,259,0
142172,0,-1
142173,0,0
142174,5,0
142175,0,-1
142351,2,-1
142352,3,2
142353,17,0
142354,3,0
142355,3,0
142356,22,-1
142357,19,3
142358,10,-1
142359,36,-1
142360,12,4
142361,34,0
142362,2,2
142363,18,0
142364,5,0
142365,2,0
142366,5,0
142367,4,-1
142368,23,3
142369,4,0
142370,25,0
142371,3,-1
142372,3,0
142373,0,0
142374,0,0
142375,3,2
142476,5,0
142477,5,0
142478,12,0
142479,3,-1
142480,6,-1
142481,0,-1
142482,3,0
142483,24,0
142484,6,4
142485,25,0
142486,3,0
142487,67,4
142488,16,4
142489,23,0
142490,4,-1
142491,12,0
142492,89,-1
142493,13,-1
142494,28,3
142495,6,0
142496,32,0
142497,2,-1
142498,0,-1
142499,0,0
142500,10,0
142551,2,-1
142552,2,-1
142553,2,-1
142554,10,-1
142555,4,0
142556,27,-1
142557,0,0
142558,9,-1
142559,68,-1
142560,9,3
142561,16,0
142562,2,3
142563,2,0
142564,11,-1
142565,2,0
142566,0,-1
142567,47,0
142568,4,-1
142569,25,0
142570,0,-1
142571,5,-1
142572,0,-1
142573,14,1
142574,3,-1
142575,0,-1
142701,27,0
142702,7,0
142703,0,0
142704,9,-1
142705,21,0
142706,6,-1
142707,8,-1
142708,2,3
142709,5,-1
142710,83,0
142711,18,0
142712,3,-1
142713,14,0
142714,6,-1
142715,2,1
142716,3,0
142717,2,0
142718,4,-1
142719,6,0
142720,33,0
142721,6,-1
142722,3,0
142723,41,0
142724,2,0
142725,37,0
143051,10,0
143052,11,0
143053,0,-1
143054,8,0
143055,5,-1
143056,2,-1
143057,8,0
143058,10,1
143059,4,0
143060,0,0
143061,2,0
143062,12,-1
143063,0,0
143064,0,-1
143065,3,0
143066,2,0
143067,12,0
143068,0,0
143069,11,-1
143070,2,-1
143071,17,0
143072,0,0
143073,2,-1
143074,33,0
143075,0,0
143076,19,0
143077,24,0
143078,0,0
143079,0,-1
143080,5,-1
143081,3,-1
143082,0,0
143083,20,0
143084,0,0
143085,2,-1
143086,2,-1
143087,4,-1
143088,14,0
143089,2,-1
143090,2,0
143091,4,0
143092,6,0
143093,0,-1
143094,11,4
143095,12,-1
143096,248,0
143097,7,0
143098,22,0
143099,0,-1
143100,17,0
143151,0,0
143152,4,-1
143153,3,0
143154,0,0
143155,0,-1
143156,0,0
143157,17,3
143158,2,3
143159,10,0
143160,3,-1
143161,7,-1
143162,5,0
143163,0,-1
143164,3,-1
143165,0,3
143166,7,-1
143167,27,0
143168,12,0
143169,4,-1
143170,6,-1
143171,3,0
143172,14,-1
143173,8,0
143174,2,0
143175,6,0
143301,5,-1
143302,4,-1
143303,42,1
143304,6,0
143305,0,0
143306,11,0
143307,3,0
143308,18,0
143309,2,0
143310,0,0
143311,0,0
143312,0,3
143313,5,-1
143314,3,0
143315,13,0
143316,13,0
143317,0,0
143318,22,0
143319,3,0
143320,28,-1
143321,16,0
143322,0,-1
143323,18,0
143324,23,-1
143325,8,0
143326,0,-1
143327,18,0
143328,0,-1
143329,3,-1
143330,7,1
143331,17,0
143332,10,3
143333,0,-1
143334,54,-1
143335,25,3
143336,5,0
143337,2,0
143338,0,1
143339,16,4
143340,14,0
143341,0,-1
143342,2,1
143343,2,0
143344,2,-1
143345,17,1
143346,13,0
143347,14,3
143348,5,0
143349,44,0
143350,10,-1
143476,0,0
143477,0,-1
143478,0,-1
143479,7,0
143480,0,-1
143481,0,0
143482,2,-1
143483,5,0
143484,4,-1
143485,8,0
143486,5,0
143487,2,-1
143488,18,-1
143489,48,0
143490,0,-1
143491,0,0
143492,3,0
143493,13,-1
143494,7,-1
143495,2,0
143496,12,0
143497,29,0
143498,8,0
143499,6,0
143500,8,0
143551,0,-1
143552,4,-1
143553,20,0
143554,18,0
143555,6,0
143556,4,0
143557,10,0
143558,3,-1
143559,2,0
143560,5,-1
143561,2,1
143562,54,0
143563,70,-1
143564,0,-1
143565,27,-1
143566,2,-1
143567,8,0
143568,0,-1
143569,44,-1
143570,13,-1
143571,6,0
143572,0,-1
143573,0,-1
143574,4,-1
143575,2,-1
143951,5,-1
143952,5,0
143953,5,0
143954,4,-1
143955,25,-1
143956,15,0
143957,3,-1
143958,3,1
143959,9,0
143960,0,0
143961,25,0
143962,112,1
143963,3,0
143964,3,-1
143965,11,-1
143966,9,0
143967,10,-1
143968,97,-1
143969,2,1
143970,19,-1
143971,2,0
143972,7,-1
143973,23,-1
143974,6,-1
143975,3,4
143976,17,0
143977,0,0
143978,5,3
143979,2,0
143980,0,0
143981,0,-1
143982,3,0
143983,0,3
143984,0,-1
143985,5,0
143986,5,-1
143987,3,0
143988,13,-1
143989,9,0
143990,19,0
143991,8,0
143992,0,0
143993,21,0
143994,57,-1
143995,10,0
143996,7,-1
143997,6,0
143998,13,2
143999,0,-1
144000,9,-1
144076,3,0
144077,8,0
144078,2,0
144079,19,0
144080,4,-1
144081,7,-1
144082,52,0
144083,7,-1
144084,7,0
144085,4,0
144086,7,-1
144087,14,0
144088,3,-1
144089,15,-1
144090,0,0
144091,2,-1
144092,8,2
144093,2,-1
144094,4,-1
144095,55,0
144096,24,0
144097,18,-1
144098,3,0
144099,6,0
144100,0,-1
144176,18,0
144177,4,-1
144178,13,0
144179,16,1
144180,15,0
144181,14,-1
144182,0,-1
144183,2,0
144184,25,-1
144185,8,0
144186,3,0
144187,7,0
144188,3,0
144189,34,0
144190,14,0
144191,3,-1
144192,2,0
144193,0,-1
144194,38,1
144195,2,0
144196,33,0
144197,3,-1
144198,90,-1
144199,5,2
144200,18,0
144201,3,-1
144202,18,0
144203,11,-1
144204,12,-1
144205,7,0
144206,2,0
144207,6,0
144208,14,-1
144209,14,-1
144210,27,0
144211,5,-1
144212,23,0
144213,13,0
144214,16,0
144215,19,0
144216,0,0
144217,77,0
144218,17,0
144219,4,0
144220,5,0
144221,0,0
144222,22,0
144223,26,0
144224,3,-1
144225,0,0
144226,4,-1
144227,3,0
144228,30,2
144229,0,0
144230,0,-1
144231,0,0
144232,0,0
144233,0,-1
144234,5,0
144235,2,0
144236,5,-1
144237,8,0
144238,0,-1
144239,0,0
144240,4,0
144241,13,0
144242,0,-1
144243,0,3
144244,2,-1
144245,3,-1
144246,13,2
144247,33,-1
144248,0,0
144249,8,0
144250,6,0
144401,6,3
144402,2,-1
144403,9,0
144404,5,-1
144405,2,-1
144406,4,-1
144407,10,0
144408,6,-1
144409,0,-1
144410,39,-1
144411,8,-1
144412,12,0
144413,26,1
144414,75,0
144415,5,0
144416,2,-1
144417,176,0
144418,0,-1
144419,0,0
144420,10,0
144421,6,-1
144422,7,0
144423,3,0
144424,3,0
144425,3,-1
144601,19,1
144602,0,0
144603,8,0
144604,18,-1
144605,16,0
144606,5,0
144607,0,0
144608,3,0
144609,6,0
144610,2,0
144611,3,0
144612,5,-1
144613,39,-1
144614,21,3
144615,0,-1
144616,11,0
144617,2,-1
144618,13,0
144619,7,-1
144620,27,-1
144621,22,-1
144622,8,0
144623,6,0
144624,0,0
144625,0,0
144651,0,-1
144652,4,-1
144653,0,-1
144654,9,-1
144655,3,0
144656,32,1
144657,0,0
144658,4,0
144659,5,-1
144660,3,0
144661,23,4
144662,15,0
144663,5,0
144664,10,-1
144665,26,-1
144666,25,0
144667,35,-1
144668,2,-1
144669,4,-1
144670,12,-1
144671,0,0
144672,0,-1
144673,2,-1
144674,12,1
144675,9,0
144776,2,0
144777,2,0
144778,3,-1
144779,3,0
144780,8,-1
144781,12,-1
144782,11,-1
144783,0,-1
144784,0,-1
144785,2,0
144786,0,-1
144787,11,0
144788,0,0
144789,8,0
144790,23,0
144791,13,0
144792,10,0
144793,2,0
144794,20,0
144795,6,0
144796,11,0
144797,14,-1
144798,12,-1
144799,5,0
144800,2,-1
144851,9,0
144852,0,0
144853,7,0
144854,54,-1
144855,9,2
144856,0,-1
144857,2,0
144858,0,3
144859,14,-1
144860,12,-1
144861,8,0
144862,5,0
144863,12,-1
144864,22,-1
144865,30,0
144866,5,0
144867,4,0
144868,0,0
144869,32,-1
144870,0,0
144871,10,0
144872,0,0
144873,5,-1
144874,8,2
144875,20,0
145051,5,0
145052,4,-1
145053,4,0
145054,2,0
145055,25,0
145056,4,-1
145057,5,0
145058,2,-1
145059,6,0
145060,0,-1
145061,50,0
145062,3,-1
145063,10,0
145064,0,-1
145065,9,-1
145066,0,0
145067,26,0
145068,4,-1
145069,42,0
145070,6,4
145071,5,3
145072,4,-1
145073,9,1
145074,2,0
145075,153,0
145076,4,-1
145077,0,-1
145078,30,0
145079,2,0
145080,4,0
145081,2,-1
145082,11,0
145083,8,-1
145084,31,-1
145085,14,0
145086,15,2
145087,2,0
145088,2,0
145089,2,-1
145090,7,0
145091,12,0
145092,36,0
145093,0,-1
145094,28,0
145095,0,-1
145096,5,0
145097,39,0
145098,0,-1
145099,15,-1
145100,5,0
145201,0,0
145202,6,0
145203,7,2
145204,0,-1
145205,33,0
145206,16,-1
145207,3,4
145208,5,0
145209,2,-1
145210,0,0
145211,3,0
145212,0,0
145213,0,2
145214,4,-1
145215,2,-1
145216,13,0
145217,0,-1
145218,2,0
145219,29,3
145220,3,2
145221,9,-1
145222,0,0
145223,40,0
145224,0,-1
145225,7,3
145401,19,-1
145402,2,3
145403,8,3
145404,0,-1
145405,4,0
145406,2,4
145407,0,-1
145408,3,0
145409,2,-1
145410,0,-1
145411,7,-1
145412,30,2
145413,69,3
145414,0,0
145415,14,-1
145416,20,0
145417,6,-1
145418,28,0
145419,0,0
145420,3,-1
145421,0,-1
145422,8,0
145423,0,-1
145424,3,-1
145425,9,0
145526,2,0
145527,15,0
145528,3,0
145529,3,0
145530,6,-1
145531,12,-1
145532,2,0
145533,4,-1
145534,3,0
145535,6,1
145536,10,4
145537,2,-1
145538,0,0
145539,0,-1
145540,0,0
145541,32,0
145542,9,-1
145543,5,2
145544,2,-1
145545,8,0
145546,3,0
145547,3,0
145548,0,0
145549,0,0
145550,15,0
145626,10,0
145627,12,0
145628,3,0
145629,0,0
145630,9,-1
145631,4,-1
145632,30,0
145633,21,3
145634,0,-1
145635,5,0
145636,3,0
145637,10,-1
145638,6,-1
145639,6,0
145640,7,-1
145641,9,0
145642,7,-1
145643,7,-1
145644,3,0
145645,4,0
145646,2,0
145647,3,-1
145648,8,3
145649,2,2
145650,3,0
145676,11,0
145677,3,-1
145678,0,0
145679,0,-1
145680,16,0
145681,0,0
145682,0,-1
145683,11,0
145684,5,0
145685,6,2
145686,0,0
145687,51,0
145688,10,-1
145689,4,0
145690,21,0
145691,5,-1
145692,2,0
145693,6,0
145694,4,0
145695,2,-1
145696,0,0
145697,2,0
145698,7,3
145699,11,0
145700,2,0
145851,6,0
145852,2,-1
145853,9,2
145854,2,0
145855,11,-1
145856,0,0
145857,6,-1
145858,6,0
145859,9,0
145860,6,0
145861,25,-1
145862,2,0
145863,8,2
145864,5,-1
145865,28,0
145866,2,-1
145867,0,-1
145868,5,-1
145869,38,0
145870,0,-1
145871,0,0
145872,20,0
145873,11,0
145874,12,0
145875,7,-1
145926,10,0
145927,16,0
145928,5,-1
145929,7,-1
145930,29,0
145931,20,3
145932,0,0
145933,17,0
145934,3,-1
145935,8,-1
145936,0,-1
145937,15,0
145938,3,-1
145939,13,0
145940,6,0
145941,0,0
145942,3,-1
145943,3,0
145944,8,0
145945,0,0
145946,4,0
145947,12,0
145948,0,2
145949,6,-1
145950,22,0
145951,33,0
145952,5,-1
145953,8,-1
145954,7,0
145955,7,0
145956,5,-1
145957,0,0
145958,0,-1
145959,4,1
145960,10,-1
145961,5,-1
145962,37,-1
145963,9,0
145964,4,0
145965,0,-1
145966,11,0
145967,41,0
145968,7,0
145969,6,-1
145970,0,-1
145971,2,-1
145972,8,1
145973,8,0
145974,2,-1
145975,9,0
146326,19,-1
146327,0,-1
146328,30,0
146329,17,0
146330,9,0
146331,22,-1
146332,2,-1
146333,37,0
146334,0,0
146335,31,-1
146336,26,2
146337,59,-1
146338,6,-1
146339,0,-1
146340,47,0
146341,4,-1
146342,9,-1
146343,12,0
146344,23,-1
146345,20,0
146346,17,0
146347,0,-1
146348,6,-1
146349,0,-1
146350,0,4
146426,10,-1
146427,2,-1
146428,0,1
146429,4,0
146430,0,-1
146431,9,0
146432,7,0
146433,2,0
146434,12,-1
146435,7,0
146436,23,0
146437,16,0
146438,12,0
146439,0,-1
146440,0,0
146441,7,0
146442,13,0
146443,5,0
146444,43,0
146445,2,0
146446,7,0
146447,11,0
146448,0,-1
146449,6,-1
146450,56,0
146601,0,-1
146602,3,-1
146603,0,-1
146604,4,0
146605,19,2
146606,0,0
146607,4,-1
146608,0,0
146609,4,-1
146610,11,0
146611,0,-1
146612,0,-1
146613,7,0
146614,2,0
146615,3,2
146616,3,-1
146617,20,-1
146618,6,0
146619,3,0
146620,2,-1
146621,29,0
146622,5,2
146623,0,0
146624,8,0
146625,11,0
146626,45,0
146627,2,-1
146628,22,0
146629,2,-1
146630,2,0
146631,0,0
146632,15,0
146633,0,0
146634,4,0
146635,25,0
146636,28,-1
146637,3,0
146638,0,0
146639,5,0
146640,2,0
146641,2,0
146642,2,-1
146643,5,-1
146644,0,0
146645,2,-1
146646,2,-1
146647,16,0
146648,6,-1
146649,4,-1
146650,6,0
146651,3,-1
146652,9,0
146653,2,-1
146654,3,2
146655,7,0
146656,4,0
146657,12,-1
146658,17,0
146659,8,-1
146660,31,0
146661,76,0
146662,5,0
146663,3,-1
146664,3,0
146665,2,-1
146666,2,1
146667,8,0
146668,26,-1
146669,4,1
146670,6,-1
146671,5,0
146672,3,-1
146673,0,0
146674,0,-1
146675,16,0
146776,2,0
146777,0,-1
146778,2,-1
146779,3,0
146780,3,0
146781,16,0
146782,3,0
146783,0,-1
146784,25,0
146785,3,0
146786,4,-1
146787,2,2
146788,2,-1
146789,8,-1
146790,2,0
146791,0,-1
146792,3,1
146793,21,0
146794,3,-1
146795,10,0
146796,4,0
146797,26,1
146798,0,-1
146799,10,-1
146800,0,0
146826,2,0
146827,37,-1
146828,0,0
146829,0,0
146830,5,0
146831,4,0
146832,13,-1
146833,0,0
146834,3,1
146835,16,0
146836,30,0
146837,11,-1
146838,7,0
146839,12,-1
146840,6,0
146841,3,0
146842,7,3
146843,15,0
146844,30,-1
146845,3,0
146846,0,0
146847,14,0
146848,2,0
146849,3,-1
146850,22,0
146876,5,0
146877,9,-1
146878,14,0
146879,0,-1
146880,4,-1
146881,37,0
146882,4,2
146883,14,0
146884,12,0
146885,3,-1
146886,14,0
146887,2,1
146888,12,0
146889,20,0
146890,7,-1
146891,0,0
146892,0,0
146893,4,0
146894,0,-1
146895,24,0
146896,2,-1
146897,9,-1
146898,15,-1
146899,10,0
146900,3,0
146976,11,0
146977,0,-1
146978,0,-1
146979,5,1
146980,98,-1
146981,2,0
146982,15,-1
146983,6,0
146984,0,0
146985,11,-1
146986,5,0
146987,5,0
146988,4,0
146989,0,-1
146990,10,-1
146991,8,0
146992,5,3
146993,9,0
146994,8,0
146995,11,0
146996,2,0
146997,27,0
146998,9,0
146999,12,0
147000,14,-1
147301,0,0
147302,3,3
147303,9,0
147304,9,-1
147305,3,-1
147306,8,-1
147307,0,0
147308,0,0
147309,3,0
147310,0,0
147311,15,-1
147312,3,-1
147313,14,1
147314,13,-1
147315,4,0
147316,0,0
147317,0,1
147318,0,0
147319,5,-1
147320,11,-1
147321,27,-1
147322,47,-1
147323,0,0
147324,2,-1
147325,43,0
147351,2,-1
147352,0,-1
147353,13,0
147354,2,0
147355,7,0
147356,2,-1
147357,3,1
147358,0,-1
147359,0,-1
147360,0,0
147361,3,-1
147362,0,0
147363,7,-1
147364,0,-1
147365,11,-1
147366,0,-1
147367,0,0
147368,0,-1
147369,19,0
147370,0,-1
147371,2,-1
147372,4,-1
147373,34,-1
147374,13,-1
147375,2,0
147426,4,-1
147427,3,0
147428,3,0
147429,17,0
147430,0,0
147431,7,0
147432,7,4
147433,66,-1
147434,0,1
147435,4,0
147436,9,0
147437,0,3
147438,5,0
147439,11,0
147440,40,0
147441,0,0
147442,2,-1
147443,37,-1
147444,6,0
147445,12,0
147446,22,-1
147447,3,0
147448,5,0
147449,0,-1
147450,10,4
147451,9,-1
147452,0,0
147453,8,0
147454,14,3
147455,28,0
147456,4,-1
147457,2,-1
147458,2,-1
147459,3,0
147460,3,-1
147461,23,0
147462,6,-1
147463,4,1
147464,50,2
147465,2,0
147466,0,-1
147467,0,-1
147468,15,-1
147469,4,-1
147470,2,-1
147471,4,-1
147472,8,-1
147473,5,-1
147474,0,3
147475,16,3
147676,20,0
147677,18,0
147678,4,0
147679,3,0
147680,30,0
147681,11,0
147682,12,0
147683,0,0
147684,7,-1
147685,2,-1
147686,2,-1
147687,16,-1
147688,7,1
147689,0,4
147690,4,0
147691,28,0
147692,0,0
147693,6,0
147694,0,-1
147695,0,-1
147696,0,4
147697,6,-1
147698,5,0
147699,6,-1
147700,4,0
147801,5,-1
147802,5,-1
147803,0,-1
147804,4,0
147805,4,-1
147806,2,3
147807,0,-1
147808,6,0
147809,21,0
147810,3,0
147811,0,0
147812,0,-1
147813,4,-1
147814,2,0
147815,8,-1
147816,4,1
147817,6,2
147818,7,0
147819,2,3
147820,2,-1
147821,2,0
147822,6,-1
147823,13,0
147824,26,3
147825,4,-1
147851,0,-1
147852,3,0
147853,2,-1
147854,0,-1
147855,2,3
147856,11,0
147857,0,-1
147858,16,-1
147859,0,0
147860,12,-1
147861,2,-1
147862,29,-1
147863,0,-1
147864,0,-1
147865,3,0
147866,37,0
147867,6,0
147868,2,-1
147869,29,0
147870,7,-1
147871,0,0
147872,8,0
147873,20,0
147874,2,0
147875,3,0
147926,14,-1
147927,0,3
147928,16,0
147929,6,-1
147930,8,-1
147931,4,-1
147932,7,1
147933,0,3
147934,12,-1
147935,63,-1
147936,0,0
147937,42,-1
147938,2,0
147939,6,-1
147940,32,-1
147941,27,0
147942,9,0
147943,23,-1
147944,4,0
147945,12,0
147946,2,-1
147947,19,0
147948,12,0
147949,14,0
147950,2,0
148001,2,0
148002,19,0
148003,5,-1
148004,2,0
148005,40,-1
148006,0,-1
148007,9,0
148008,7,0
148009,11,3
148010,38,0
148011,6,-1
148012,37,0
148013,11,0
148014,9,0
148015,6,-1
148016,7,0
148017,52,-1
148018,8,0
148019,12,-1
148020,2,-1
148021,0,-1
148022,27,-1
148023,26,-1
148024,2,-1
148025,14,0
148026,2,-1
148027,2,-1
148028,0,0
148029,0,1
148030,6,-1
148031,0,0
148032,0,0
148033,3,3
148034,5,0
148035,2,0
148036,7,0
148037,4,0
148038,7,0
148039,5,0
148040,0,-1
148041,38,0
148042,4,0
148043,35,0
148044,5,0
148045,6,0
148046,2,-1
148047,5,0
148048,3,0
148049,2,-1
148050,3,-1
148526,19,0
148527,4,-1
148528,0,0
148529,3,0
148530,12,0
148531,4,0
148532,6,-1
148533,0,0
148534,4,0
148535,13,0
148536,9,1
148537,2,0
148538,8,0
148539,0,0
148540,3,-1
148541,22,0
148542,4,0
148543,34,0
148544,5,-1
148545,2,1
148546,7,0
148547,2,-1
148548,67,0
148549,3,0
148550,21,0
148626,9,0
148627,30,0
148628,0,-1
148629,2,0
148630,0,0
148631,0,-1
148632,27,0
148633,5,0
148634,41,0
148635,2,0
148636,3,0
148637,3,0
148638,8,-1
148639,3,0
148640,3,0
148641,7,-1
148642,3,0
148643,13,-1
148644,3,-1
148645,9,0
148646,5,-1
148647,2,0
148648,10,0
148649,6,0
148650,0,0
148801,9,-1
148802,29,0
148803,6,4
148804,0,-1
148805,7,1
148806,6,0
148807,49,0
148808,9,0
148809,2,0
148810,3,0
148811,2,0
148812,0,0
148813,7,0
148814,30,0
148815,2,-1
148816,5,0
148817,0,3
148818,13,2
148819,8,1
148820,7,0
148821,28,0
148822,0,3
148823,120,0
148824,4,-1
148825,7,-1
149126,2,0
149127,2,0
149128,2,0
149129,0,-1
149130,0,-1
149131,5,0
149132,0,-1
149133,6,0
149134,9,0
149135,5,0
149136,2,-1
149137,2,0
149138,13,0
149139,3,-1
149140,7,0
149141,3,0
149142,25,0
149143,3,-1
149144,5,-1
149145,21,-1
149146,0,-1
149147,0,0
149148,0,0
149149,14,0
149150,37,3
149151,2,1
149152,7,0
149153,5,3
149154,35,-1
149155,28,0
149156,11,0
149157,44,0
149158,2,-1
149159,2,1
149160,10,-1
149161,33,-1
149162,15,-1
149163,3,0
149164,0,-1
149165,2,0
149166,7,0
149167,16,0
149168,5,0
149169,0,0
149170,7,3
149171,0,-1
149172,10,0
149173,0,2
149174,0,-1
149175,4,0
149326,11,0
149327,0,4
149328,5,-1
149329,6,-1
149330,4,1
149331,2,0
149332,2,0
149333,25,0
149334,10,1
149335,3,0
149336,19,0
149337,16,0
149338,6,-1
149339,32,0
149340,0,-1
149341,3,-1
149342,9,0
149343,6,0
149344,7,-1
149345,0,0
149346,5,0
149347,2,-1
149348,7,0
149349,8,0
149350,7,0
149401,4,-1
149402,2,1
149403,3,-1
149404,7,0
149405,7,0
149406,4,-1
149407,0,-1
149408,2,-1
149409,6,0
149410,8,3
149411,3,-1
149412,39,0
149413,21,-1
149414,8,-1
149415,0,0
149416,4,0
149417,0,0
149418,11,0
149419,4,0
149420,2,-1
149421,39,0
149422,4,0
149423,16,-1
149424,3,0
149425,21,-1
149551,11,0
149552,13,0
149553,11,-1
149554,12,0
149555,5,0
149556,5,-1
149557,0,-1
149558,12,-1
149559,6,0
149560,0,0
149561,18,-1
149562,15,3
149563,9,0
149564,2,-1
149565,3,1
149566,7,0
149567,19,0
149568,0,-1
149569,5,3
149570,9,3
149571,0,-1
149572,6,0
149573,0,-1
149574,2,0
149575,5,0
150026,0,0
150027,46,-1
150028,3,0
150029,3,0
150030,2,0
150031,11,-1
150032,20,0
150033,4,-1
150034,25,3
150035,6,3
150036,4,0
150037,9,0
150038,13,0
150039,19,0
150040,22,0
150041,25,0
150042,2,-1
150043,5,0
150044,4,0
150045,6,0
150046,3,0
150047,5,0
150048,14,0
150049,34,-1
150050,42,-1
150076,8,0
150077,10,0
150078,7,3
150079,31,3
150080,2,-1
150081,20,4
150082,7,-1
150083,4,0
150084,9,-1
150085,6,0
150086,13,-1
150087,2,-1
150088,7,-1
150089,0,0
150090,0,3
150091,3,0
150092,0,3
150093,0,0
150094,4,0
150095,7,0
150096,6,0
150097,56,-1
150098,0,0
150099,15,3
150100,2,0
150126,25,0
150127,19,0
150128,20,0
150129,18,0
150130,7,0
150131,5,0
150132,5,0
150133,5,-1
150134,3,-1
150135,10,0
150136,13,-1
150137,12,-1
150138,0,0
150139,55,0
150140,0,0
150141,3,0
150142,40,0
150143,2,0
150144,17,-1
150145,8,-1
150146,4,-1
150147,0,0
150148,9,0
150149,4,-1
150150,2,0
150176,3,3
150177,8,0
150178,4,-1
150179,7,0
150180,5,1
150181,0,-1
150182,0,-1
150183,8,0
150184,11,0
150185,9,-1
150186,19,0
150187,0,-1
150188,0,-1
150189,7,0
150190,5,0
150191,22,-1
150192,2,0
150193,16,3
150194,14,0
150195,7,-1
150196,4,0
150197,3,-1
150198,8,-1
150199,3,-1
150200,9,-1
150226,5,-1
150227,0,0
150228,4,-1
150229,2,0
150230,11,-1
150231,12,0
150232,19,0
150233,24,-1
150234,4,-1
150235,8,0
150236,5,0
150237,11,0
150238,15,-1
150239,13,-1
150240,2,-1
150241,24,1
150242,6,-1
150243,20,0
150244,4,-1
150245,0,0
150246,32,3
150247,3,0
150248,2,0
150249,2,-1
150250,8,-1
150451,6,-1
150452,28,2
150453,34,-1
150454,2,3
150455,11,0
150456,0,0
150457,12,-1
150458,20,3
